strain	isolate	slot	coi	proportion	mean_coverage	ref_calls	nref_calls	zscore	clonal_nref_mean	clonal_nref_sd	country	site	discarded
PA0069-C.h3	PA0069-C	3	2	0.33	165.13	246128	4699	-0.866343953	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0071-C.h1	PA0071-C	1	1	1	93.89	246081	4746	-0.410772147	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0073-C.h1	PA0073-C	1	1	1	131.11	246173	4654	-1.302529724	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0074-C.h1	PA0074-C	1	1	1	105.59	245991	4836	0.461599396	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0075-C.h1	PA0075-C	1	1	1	144.59	246006	4821	0.316204139	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0078-C.h1	PA0078-C	1	1	1	195.6	246206	4621	-1.62239929	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0079-C.h1	PA0079-C	1	2	0.84	11.08	246228	4599	-1.835645667	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0079-C.h2	PA0079-C	2	2	0.16	11.08	245730	5097	2.991476871	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0081-C.h1	PA0081-C	1	1	1	156.52	246105	4722	-0.643404558	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0084-C.h1	PA0084-C	1	4	0.28	142.56	246376	4451	-3.270212205	4788.378151	103.1670516	The Gambia	GM_Coastal	TRUE
PA0084-C.h2	PA0084-C	2	4	0.5	142.56	245981	4846	0.558529568	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0084-C.h3	PA0084-C	3	4	0.14	142.56	246278	4549	-2.320296524	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0084-C.h4	PA0084-C	4	4	0.08	142.56	246146	4681	-1.040818261	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0085-C.h2	PA0085-C	2	3	0.27	35.83	246531	4296	-4.772629862	4788.378151	103.1670516	The Gambia	GM_Coastal	TRUE
PA0085-C.h3	PA0085-C	3	3	0.57	35.83	245905	4922	1.295198871	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0085-C.h4	PA0085-C	4	3	0.16	35.83	246839	3988	-7.758079143	4788.378151	103.1670516	The Gambia	GM_Coastal	TRUE
PA0087-C.h1	PA0087-C	1	1	1	23.4	246283	4544	-2.36876161	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0089-C.h1	PA0089-C	1	1	1	14.84	246104	4723	-0.633711541	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0091-C.h1	PA0091-C	1	1	1	159.77	246174	4653	-1.312222741	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0092-C.h1	PA0092-C	1	1	0.98	67.5	246192	4635	-1.48669705	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0093-C.h1	PA0093-C	1	1	1	131.05	246050	4777	-0.110288615	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0094-C.h1	PA0094-C	1	3	0.65	12.09	246240	4587	-1.951961873	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0094-C.h2	PA0094-C	2	3	0.08	12.09	245658	5169	3.689374106	4788.378151	103.1670516	The Gambia	GM_Coastal	TRUE
PA0094-C.h4	PA0094-C	4	3	0.27	12.09	246499	4328	-4.462453314	4788.378151	103.1670516	The Gambia	GM_Coastal	TRUE
PA0098-C.h1	PA0098-C	1	2	0.77	107.33	245894	4933	1.401822059	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0098-C.h3	PA0098-C	3	2	0.23	107.33	246067	4760	-0.275069907	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0099-C.h2	PA0099-C	2	1	1	142.45	245973	4854	0.636073705	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0100-C.h1	PA0100-C	1	1	1	207.87	246154	4673	-1.118362398	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0101-C.h1	PA0101-C	1	1	1	224.75	246009	4818	0.287125088	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0102-C.h1	PA0102-C	1	1	0.99	104.13	246052	4775	-0.12967465	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0104-C.h1	PA0104-C	1	1	1	326.14	246003	4824	0.345283191	4788.378151	103.1670516	The Gambia	GM_Coastal	FALSE
PA0134-C.h1	PA0134-C	1	1	0.99	104.01	245971	4856	0.655459739	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0137-C.h1	PA0137-C	1	1	0.99	44.22	245919	4908	1.159496631	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0138-C.h2	PA0138-C	2	3	0.18	76.21	245516	5311	5.06578254	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0138-C.h3	PA0138-C	3	3	0.54	76.21	247802	3025	-17.09245465	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0138-C.h4	PA0138-C	4	3	0.28	76.21	245783	5044	2.477746963	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0140-C.h1	PA0140-C	1	1	0.97	17.59	246217	4610	-1.729022479	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0144-C.h1	PA0144-C	1	1	1	43.6	246011	4816	0.267739053	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0145-C.h1	PA0145-C	1	2	0.54	121.48	246075	4752	-0.352614044	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0145-C.h3	PA0145-C	3	2	0.46	121.48	246098	4729	-0.575553438	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0146-C.h2	PA0146-C	2	3	0.15	32.78	246836	3991	-7.729000092	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0146-C.h3	PA0146-C	3	3	0.55	32.78	246769	4058	-7.079567943	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0146-C.h4	PA0146-C	4	3	0.29	32.78	247159	3668	-10.85984463	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0147-C.h1	PA0147-C	1	2	0.67	42.8	247408	3419	-13.2734059	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0147-C.h3	PA0147-C	3	2	0.33	42.8	244133	6694	18.47122525	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0148-C.h1	PA0148-C	1	2	0.94	101.38	246030	4797	0.083571728	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0148-C.h3	PA0148-C	3	2	0.06	101.38	247914	2913	-18.17807257	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0149-C.h1	PA0149-C	1	1	1	22.72	246122	4705	-0.80818585	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0151-C.h1	PA0151-C	1	1	1	42.8	246098	4729	-0.575553438	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0152-C.h1	PA0152-C	1	1	1	31.79	246073	4754	-0.33322801	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0153-C.h1	PA0153-C	1	2	0.78	108.59	246062	4765	-0.226604821	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0153-C.h3	PA0153-C	3	2	0.22	108.59	246629	4198	-5.722545543	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0155-C.h2	PA0155-C	2	3	0.15	49.8	247439	3388	-13.57388943	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0155-C.h3	PA0155-C	3	3	0.49	49.8	246520	4307	-4.666006674	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0155-C.h4	PA0155-C	4	3	0.35	49.8	246765	4062	-7.040795874	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0157-C.h1	PA0157-C	1	1	1	38.24	245981	4846	0.558529568	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0158-C.h1	PA0158-C	1	1	1	52.42	246029	4798	0.093264745	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0159-C.h1	PA0159-C	1	1	1	154.81	246006	4821	0.316204139	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0160-C.h2	PA0160-C	2	3	0.18	57.67	246690	4137	-6.313819588	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0160-C.h3	PA0160-C	3	3	0.56	57.67	246632	4195	-5.751624594	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0160-C.h4	PA0160-C	4	3	0.26	57.67	246844	3983	-7.806544229	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0161-C.h1	PA0161-C	1	1	1	86.28	246034	4793	0.044799659	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0163-C.h2	PA0163-C	2	3	0.15	37.59	247230	3597	-11.54804885	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0163-C.h3	PA0163-C	3	3	0.6	37.59	246106	4721	-0.653097575	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0163-C.h4	PA0163-C	4	3	0.25	37.59	246946	3881	-8.795231978	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0165-C.h1	PA0165-C	1	1	1	164.28	245970	4857	0.665152756	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0167-C.h1	PA0167-C	1	1	1	142.47	245997	4830	0.403441293	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0168-C.h1	PA0168-C	1	1	1	89.35	246027	4800	0.112650779	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0169-C.h1	PA0169-C	1	1	1	65.72	246138	4689	-0.963274124	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0171-C.h1	PA0171-C	1	2	0.85	58.62	246067	4760	-0.275069907	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0171-C.h3	PA0171-C	3	2	0.15	58.62	247489	3338	-14.05854029	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0172-C.h1	PA0172-C	1	1	1	114.59	245904	4923	1.304891888	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0173-C.h1	PA0173-C	1	1	0.99	111.75	245954	4873	0.820241031	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0176-C.h1	PA0176-C	1	1	1	45.51	246029	4798	0.093264745	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0177-C.h2	PA0177-C	2	3	0.02	174.54	246842	3985	-7.787158195	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0177-C.h3	PA0177-C	3	3	0.84	174.54	246060	4767	-0.207218787	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0177-C.h4	PA0177-C	4	3	0.13	174.54	247445	3382	-13.63204753	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0178-C.h1	PA0178-C	1	2	0.87	130.19	246010	4817	0.277432071	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0178-C.h3	PA0178-C	3	2	0.13	130.19	247335	3492	-12.56581565	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0179-C.h2	PA0179-C	2	3	0.13	84.39	247705	3122	-16.15223199	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0179-C.h3	PA0179-C	3	3	0.49	84.39	245682	5145	3.456741694	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0179-C.h4	PA0179-C	4	3	0.38	84.39	246579	4248	-5.237894685	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0180-C.h1	PA0180-C	1	1	1	49.33	245903	4924	1.314584905	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0182-C.h1	PA0182-C	1	1	0.99	22.88	246058	4769	-0.187832752	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0183-C.h1	PA0183-C	1	1	1	39.61	246042	4785	-0.032744478	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0184-C.h1	PA0184-C	1	1	0.98	43.05	246060	4767	-0.207218787	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0185-C.h2	PA0185-C	2	3	0.13	51.93	246979	3848	-9.115101543	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0185-C.h3	PA0185-C	3	3	0.82	51.93	246037	4790	0.015720608	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0185-C.h4	PA0185-C	4	3	0.05	51.93	246717	4110	-6.575531051	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0186-C.h1	PA0186-C	1	1	1	115.35	246016	4811	0.219273968	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0187-C.h1	PA0187-C	1	1	0.99	167.01	245882	4945	1.518138265	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0188-C.h1	PA0188-C	1	1	0.96	31.99	246144	4683	-1.021432227	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0189-C.h1	PA0189-C	1	1	1	141.13	245999	4828	0.384055259	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0191-C.h1	PA0191-C	1	3	0.47	85.19	246031	4796	0.073878711	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0191-C.h2	PA0191-C	2	3	0.2	85.19	246535	4292	-4.811401931	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0191-C.h4	PA0191-C	4	3	0.33	85.19	246769	4058	-7.079567943	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0193-C.h2	PA0193-C	2	3	0.03	70.18	246140	4687	-0.982660158	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0193-C.h3	PA0193-C	3	3	0.87	70.18	246006	4821	0.316204139	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0193-C.h4	PA0193-C	4	3	0.09	70.18	247935	2892	-18.38162593	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0195-C.h1	PA0195-C	1	1	1	69.41	246019	4808	0.190194916	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0197-C.h1	PA0197-C	1	1	1	50.09	245947	4880	0.888092151	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0198-C.h1	PA0198-C	1	2	0.9	42.96	246033	4794	0.054492676	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0198-C.h3	PA0198-C	3	2	0.1	42.96	247439	3388	-13.57388943	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0199-C.h1	PA0199-C	1	2	0.94	140.94	246032	4795	0.064185693	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0199-C.h3	PA0199-C	3	2	0.06	140.94	247912	2915	-18.15868654	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0200-C.h1	PA0200-C	1	1	1	111.74	246089	4738	-0.488316284	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0201-C.h1	PA0201-C	1	1	1	47.44	245888	4939	1.459980162	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0202-C.h1	PA0202-C	1	1	1	95.05	245980	4847	0.568222585	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0203-C.h1	PA0203-C	1	1	1	62.52	245998	4829	0.393748276	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0204-C.h1	PA0204-C	1	1	1	72.05	245948	4879	0.878399134	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0205-C.h1	PA0205-C	1	1	1	85.95	246130	4697	-0.885729987	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0206-C.h1	PA0206-C	1	2	0.8	103.06	246053	4774	-0.139367667	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0206-C.h3	PA0206-C	3	2	0.2	103.06	246883	3944	-8.184571897	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0207-C.h1	PA0207-C	1	1	1	123.8	245948	4879	0.878399134	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0208-C.h1	PA0208-C	1	1	1	153.43	245911	4916	1.237040768	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0209-C.h1	PA0209-C	1	2	0.93	176.95	246004	4823	0.335590173	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0209-C.h3	PA0209-C	3	2	0.07	176.95	248432	2395	-23.19905546	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0210-C.h2	PA0210-C	2	3	0.27	126.72	246535	4292	-4.811401931	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0210-C.h3	PA0210-C	3	3	0.57	126.72	245971	4856	0.655459739	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0210-C.h4	PA0210-C	4	3	0.16	126.72	246860	3967	-7.961632503	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0211-C.h1	PA0211-C	1	1	1	166.85	246168	4659	-1.254064638	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0212-C.h1	PA0212-C	1	4	0.05	121.91	247445	3382	-13.63204753	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0212-C.h2	PA0212-C	2	4	0.11	121.91	247468	3359	-13.85498693	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0212-C.h3	PA0212-C	3	4	0.56	121.91	245725	5102	3.039941957	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0212-C.h4	PA0212-C	4	4	0.28	121.91	246509	4318	-4.559383485	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0213-C.h1	PA0213-C	1	2	0.92	141.03	246035	4792	0.035106642	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0213-C.h3	PA0213-C	3	2	0.08	141.03	247363	3464	-12.83722013	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0214-C.h1	PA0214-C	1	2	0.82	32.66	246044	4783	-0.052130512	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0214-C.h3	PA0214-C	3	2	0.18	32.66	246884	3943	-8.194264915	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0215-C.h1	PA0215-C	1	1	0.99	39.24	246129	4698	-0.87603697	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0216-C.h1	PA0216-C	1	2	0.91	176.55	245968	4859	0.684538791	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0216-C.h3	PA0216-C	3	2	0.09	176.55	247855	2972	-17.60618456	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0217-C.h1	PA0217-C	1	2	0.83	81.48	246086	4741	-0.459237232	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0217-C.h3	PA0217-C	3	2	0.17	81.48	247270	3557	-11.93576953	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0218-C.h2	PA0218-C	2	3	0.13	47.49	247241	3586	-11.65467204	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0218-C.h3	PA0218-C	3	3	0.66	47.49	245958	4869	0.781468962	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0218-C.h4	PA0218-C	4	3	0.21	47.49	247034	3793	-9.648217486	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0219-C.h1	PA0219-C	1	1	1	77.89	246141	4686	-0.992353175	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0220-C.h1	PA0220-C	1	4	0.1	33.31	247054	3773	-9.842077829	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0220-C.h2	PA0220-C	2	4	0.16	33.31	247181	3646	-11.07309101	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0220-C.h3	PA0220-C	3	4	0.53	33.31	245962	4865	0.742696894	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0220-C.h4	PA0220-C	4	4	0.22	33.31	246948	3879	-8.814618012	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0221-C.h1	PA0221-C	1	1	1	85.39	245917	4910	1.178882665	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0222-C.h2	PA0222-C	2	3	0.22	44.35	246473	4354	-4.210434868	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0222-C.h3	PA0222-C	3	3	0.47	44.35	247387	3440	-13.06985254	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0222-C.h4	PA0222-C	4	3	0.31	44.35	246802	4025	-7.399437509	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0223-C.h1	PA0223-C	1	1	0.99	48.5	246105	4722	-0.643404558	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0224-C.h1	PA0224-C	1	2	0.66	90.67	247347	3480	-12.68213185	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0224-C.h3	PA0224-C	3	2	0.34	90.67	244005	6822	19.71193145	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0225-C.h1	PA0225-C	1	1	1	49.96	246119	4708	-0.779106798	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0227-C.h2	PA0227-C	2	3	0.2	83.16	247010	3817	-9.415585075	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0227-C.h3	PA0227-C	3	3	0.56	83.16	245948	4879	0.878399134	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0227-C.h4	PA0227-C	4	3	0.23	83.16	246891	3936	-8.262116035	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0229-C.h1	PA0229-C	1	1	0.99	73.81	245885	4942	1.489059214	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0230-C.h2	PA0230-C	2	3	0.26	152.5	247247	3580	-11.71283014	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0230-C.h3	PA0230-C	3	3	0.6	152.5	246309	4518	-2.620780056	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0230-C.h4	PA0230-C	4	3	0.14	152.5	246931	3896	-8.64983672	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0231-C.h2	PA0231-C	2	3	0.17	51.51	246083	4744	-0.430158181	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0231-C.h3	PA0231-C	3	3	0.5	51.51	247484	3343	-14.0100752	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0231-C.h4	PA0231-C	4	3	0.32	51.51	246545	4282	-4.908332102	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0232-C.h1	PA0232-C	1	1	1	39.64	245986	4841	0.510064482	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0233-C.h2	PA0233-C	2	3	0.22	47.26	245970	4857	0.665152756	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0233-C.h3	PA0233-C	3	3	0.57	47.26	247971	2856	-18.73057455	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0233-C.h4	PA0233-C	4	3	0.21	47.26	246113	4714	-0.720948695	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0234-C.h2	PA0234-C	2	3	0.21	68.38	246466	4361	-4.142583748	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0234-C.h3	PA0234-C	3	3	0.46	68.38	246679	4148	-6.2071964	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0234-C.h4	PA0234-C	4	3	0.32	68.38	246494	4333	-4.413988228	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0237-C.h1	PA0237-C	1	1	1	183.06	245990	4837	0.471292413	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0239-C.h2	PA0239-C	2	3	0.19	46.17	246077	4750	-0.372000078	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0239-C.h3	PA0239-C	3	3	0.51	46.17	247464	3363	-13.81621486	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0239-C.h4	PA0239-C	4	3	0.29	46.17	246449	4378	-3.977802456	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0243-C.h1	PA0243-C	1	2	0.7	30.39	247745	3082	-16.53995268	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0243-C.h3	PA0243-C	3	2	0.3	30.39	244660	6167	13.36300522	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0245-C.h1	PA0245-C	1	1	1	92.53	245980	4847	0.568222585	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0246-C.h1	PA0246-C	1	2	0.86	32.58	245997	4830	0.403441293	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0246-C.h3	PA0246-C	3	2	0.14	32.58	247581	3246	-14.95029787	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0249-C.h2	PA0249-C	2	3	0.21	40.98	246814	4013	-7.515753714	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0249-C.h3	PA0249-C	3	3	0.4	40.98	246716	4111	-6.565838034	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0249-C.h4	PA0249-C	4	3	0.39	40.98	246702	4125	-6.430135794	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0251-C.h1	PA0251-C	1	2	0.84	30.18	246151	4676	-1.089283347	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0251-C.h3	PA0251-C	3	2	0.16	30.18	247835	2992	-17.41232422	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0253-C.h1	PA0253-C	1	2	0.68	27.37	247334	3493	-12.55612263	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0253-C.h3	PA0253-C	3	2	0.32	27.37	245416	5411	6.035084255	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0254-C.h1	PA0254-C	1	1	1	43.89	246098	4729	-0.575553438	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0255-C.h1	PA0255-C	1	2	0.68	16.8	247750	3077	-16.58841776	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0255-C.h3	PA0255-C	3	2	0.32	16.8	246241	4586	-1.96165489	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0256-C.h1	PA0256-C	1	1	1	133.91	245945	4882	0.907478185	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0257-C.h1	PA0257-C	1	2	0.73	38.24	248148	2679	-20.44623859	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0257-C.h3	PA0257-C	3	2	0.27	38.24	244050	6777	19.27574568	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0260-C.h1	PA0260-C	1	1	0.98	49.41	246008	4819	0.296818105	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0261-C.h1	PA0261-C	1	1	1	20.92	246008	4819	0.296818105	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0262-C.h1	PA0262-C	1	1	1	72.15	246063	4764	-0.236297838	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0263-C.h1	PA0263-C	1	3	0.58	51.04	246258	4569	-2.126436182	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0263-C.h2	PA0263-C	2	3	0.17	51.04	247363	3464	-12.83722013	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0263-C.h4	PA0263-C	4	3	0.24	51.04	247312	3515	-12.34287625	4788.378151	103.1670516	Guinea	Nzerekore	TRUE
PA0267-C.h1	PA0267-C	1	2	0.92	18.18	246160	4667	-1.176520501	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
PA0267-C.h4	PA0267-C	4	2	0.07	18.18	246325	4502	-2.77586833	4788.378151	103.1670516	Guinea	Nzerekore	FALSE
