strain	isolate	slot	coi	proportion	mean_coverage	ref_calls	nref_calls	zscore	clonal_nref_mean	clonal_nref_sd	country	site	discarded
PT0106-C.h1	PT0106-C	1	1	1	122.54	344437	4805	0.16152063	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0107-C.h1	PT0107-C	1	2	0.83	75.86	344487	4755	-0.125454799	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0107-C.h3	PT0107-C	3	2	0.17	75.86	345574	3668	-6.364300632	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0108-C.h1	PT0108-C	1	3	0.21	126.14	344866	4376	-2.300728553	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0108-C.h2	PT0108-C	2	3	0.69	126.14	344384	4858	0.465714585	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0108-C.h3	PT0108-C	3	3	0.1	126.14	345918	3324	-8.338691586	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0109-C.h1	PT0109-C	1	1	0.99	126.29	344335	4907	0.746950506	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0111-C.h2	PT0111-C	2	3	0.18	80.86	345469	3773	-5.761652231	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0111-C.h3	PT0111-C	3	3	0.64	80.86	344337	4905	0.735471489	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0111-C.h4	PT0111-C	4	3	0.18	80.86	345621	3621	-6.634057536	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0112-C.h2	PT0112-C	2	3	0.33	94.76	344561	4681	-0.550178435	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0112-C.h3	PT0112-C	3	3	0.49	94.76	345516	3726	-6.031409134	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0112-C.h4	PT0112-C	4	3	0.18	94.76	343991	5251	2.721341459	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0113-C.h2	PT0113-C	2	3	0.17	47.8	344243	4999	1.274985296	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0113-C.h3	PT0113-C	3	3	0.52	47.8	345611	3631	-6.57666245	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0113-C.h4	PT0113-C	4	3	0.3	47.8	344816	4426	-2.013753124	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0114-C.h3	PT0114-C	3	1	0.98	105.31	344520	4722	-0.314858582	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0115-C.h1	PT0115-C	1	4	0.03	124.25	344968	4274	-2.886158429	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0115-C.h2	PT0115-C	2	4	0.2	124.25	344991	4251	-3.018167126	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0115-C.h3	PT0115-C	3	4	0.64	124.25	344154	5088	1.78580156	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0115-C.h4	PT0115-C	4	4	0.13	124.25	345705	3537	-7.116176257	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0117-C.h1	PT0117-C	1	2	0.52	123.01	344438	4804	0.155781122	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0117-C.h3	PT0117-C	3	2	0.48	123.01	344345	4897	0.68955542	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0118-C.h3	PT0118-C	3	1	0.99	167.69	344373	4869	0.52884918	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0119-C.h1	PT0119-C	1	2	0.85	199.9	344395	4847	0.402579991	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0119-C.h3	PT0119-C	3	2	0.15	199.9	346548	2694	-11.95458199	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0120-C.h1	PT0120-C	1	1	1	116.68	344349	4893	0.666597386	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0121-C.h2	PT0121-C	2	3	0.38	99.3	344577	4665	-0.642010572	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0121-C.h3	PT0121-C	3	3	0.48	99.3	344501	4741	-0.205807919	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0121-C.h4	PT0121-C	4	3	0.14	99.3	345282	3960	-4.688364125	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0122-C.h1	PT0122-C	1	3	0.71	117.15	344412	4830	0.305008345	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0122-C.h3	PT0122-C	3	3	0.12	117.15	345910	3332	-8.292775517	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0122-C.h4	PT0122-C	4	3	0.17	117.15	345312	3930	-4.860549383	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0123-C.h2	PT0123-C	2	3	0.37	121.04	344610	4632	-0.831414355	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0123-C.h3	PT0123-C	3	3	0.53	121.04	344697	4545	-1.330751602	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0123-C.h4	PT0123-C	4	3	0.11	121.04	346356	2886	-10.85259635	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0124-C.h1	PT0124-C	1	2	0.83	201.86	344240	5002	1.292203822	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0124-C.h3	PT0124-C	3	2	0.17	201.86	345363	3879	-5.15326432	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0125-C.h1	PT0125-C	1	2	0.5	105.52	344607	4635	-0.814195829	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0125-C.h3	PT0125-C	3	2	0.5	105.52	344602	4640	-0.785498287	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0126-C.h1	PT0126-C	1	1	0.99	178.31	344352	4890	0.64937886	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0127-C.h1	PT0127-C	1	4	0.05	139.73	345951	3291	-8.528095369	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0127-C.h2	PT0127-C	2	4	0.28	139.73	345014	4228	-3.150175824	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0127-C.h3	PT0127-C	3	4	0.53	139.73	344162	5080	1.739885491	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0127-C.h4	PT0127-C	4	4	0.14	139.73	345878	3364	-8.109111242	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0129-C.h1	PT0129-C	1	1	1	124.34	344435	4807	0.172999647	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0130-C.h1	PT0130-C	1	2	0.7	163.87	344203	5039	1.504565639	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0130-C.h3	PT0130-C	3	2	0.3	163.87	344553	4689	-0.504262366	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0131-C.h1	PT0131-C	1	1	1	149.17	344445	4797	0.115604561	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0132-C.h1	PT0132-C	1	4	0.23	158.33	344821	4421	-2.042450667	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0132-C.h2	PT0132-C	2	4	0.33	158.33	344933	4309	-2.685275628	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0132-C.h3	PT0132-C	3	4	0.24	158.33	344879	4363	-2.375342165	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0132-C.h4	PT0132-C	4	4	0.2	158.33	344962	4280	-2.851721377	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0133-C.h1	PT0133-C	1	1	1	217.93	344328	4914	0.787127066	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0134-C.h1	PT0134-C	1	1	1	111.63	344397	4845	0.391100974	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0135-C.h1	PT0135-C	1	1	1	185.96	344435	4807	0.172999647	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0136-C.h1	PT0136-C	1	4	0.19	142.93	345414	3828	-5.445979258	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0136-C.h2	PT0136-C	2	4	0.48	142.93	343632	5610	4.781825042	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0136-C.h3	PT0136-C	3	4	0.16	142.93	345762	3480	-7.443328246	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0136-C.h4	PT0136-C	4	4	0.16	142.93	345647	3595	-6.783284759	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0137-C.h1	PT0137-C	1	1	1	180.1	344400	4842	0.373882448	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0139-C.h1	PT0139-C	1	2	0.63	196	344494	4748	-0.165631359	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0139-C.h3	PT0139-C	3	2	0.37	196	344892	4350	-2.449955776	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0140-C.h1	PT0140-C	1	4	0.08	104.8	345350	3892	-5.078650709	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0140-C.h2	PT0140-C	2	4	0.18	104.8	344568	4674	-0.590354995	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0140-C.h3	PT0140-C	3	4	0.43	104.8	345271	3971	-4.625229531	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0140-C.h4	PT0140-C	4	4	0.3	104.8	344604	4638	-0.796977304	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0141-C.h1	PT0141-C	1	2	0.92	167.34	344328	4914	0.787127066	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0141-C.h3	PT0141-C	3	2	0.08	167.34	346163	3079	-9.744871189	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0142-C.h1	PT0142-C	1	3	0.64	149.56	344335	4907	0.746950506	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0142-C.h3	PT0142-C	3	3	0.15	149.56	345583	3659	-6.415956209	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0142-C.h4	PT0142-C	4	3	0.21	149.56	345007	4235	-3.109999264	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0143-C.h1	PT0143-C	1	2	0.95	99.68	344383	4859	0.471454094	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0143-C.h3	PT0143-C	3	2	0.05	99.68	345480	3762	-5.824786825	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0144-C.h2	PT0144-C	2	3	0.43	136.85	344596	4646	-0.751061235	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0144-C.h3	PT0144-C	3	3	0.5	136.85	344239	5003	1.29794333	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0144-C.h4	PT0144-C	4	3	0.06	136.85	345839	3403	-7.885270407	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0145-C.h1	PT0145-C	1	1	1	135.38	344263	4979	1.160195124	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0146-C.h1	PT0146-C	1	1	1	128.35	344204	5038	1.498826131	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0147-C.h2	PT0147-C	2	3	0.38	158.65	344788	4454	-1.853046884	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0147-C.h3	PT0147-C	3	3	0.54	158.65	344289	4953	1.010967901	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0147-C.h4	PT0147-C	4	3	0.09	158.65	346047	3195	-9.079088193	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0148-C.h2	PT0148-C	2	3	0.3	125.62	344843	4399	-2.168719856	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0148-C.h3	PT0148-C	3	3	0.55	125.62	346203	3039	-9.974451533	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0148-C.h4	PT0148-C	4	3	0.15	125.62	343489	5753	5.60257477	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0149-C.h1	PT0149-C	1	1	1	132.28	344366	4876	0.56902574	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0150-C.h1	PT0150-C	1	4	0.21	118.09	345255	3987	-4.533397393	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0150-C.h2	PT0150-C	2	4	0.48	118.09	344386	4856	0.454235568	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0150-C.h3	PT0150-C	3	4	0.17	118.09	345429	3813	-5.532071887	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0150-C.h4	PT0150-C	4	4	0.15	118.09	345523	3719	-6.071585694	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0152-C.h1	PT0152-C	1	3	0.54	106.54	344624	4618	-0.911767475	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0152-C.h3	PT0152-C	3	3	0.12	106.54	345917	3325	-8.332952077	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0152-C.h4	PT0152-C	4	3	0.34	106.54	344725	4517	-1.491457843	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0155-C.h2	PT0155-C	2	3	0.29	139.1	344730	4512	-1.520155386	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0155-C.h3	PT0155-C	3	3	0.57	139.1	344461	4781	0.023772424	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0155-C.h4	PT0155-C	4	3	0.13	139.1	344797	4445	-1.904702461	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0156-C.h1	PT0156-C	1	2	0.89	167.84	344268	4974	1.131497581	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0156-C.h3	PT0156-C	3	2	0.11	167.84	345107	4135	-3.683950122	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0157-C.h2	PT0157-C	2	3	0.04	121.22	345387	3855	-5.291012526	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0157-C.h3	PT0157-C	3	3	0.87	121.22	344352	4890	0.64937886	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0157-C.h4	PT0157-C	4	3	0.09	121.22	346189	3053	-9.894098412	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0158-C.h1	PT0158-C	1	1	1	184.89	344232	5010	1.33811989	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0160-C.h2	PT0160-C	2	3	0.12	105.56	345621	3621	-6.634057536	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0160-C.h3	PT0160-C	3	3	0.75	105.56	344393	4849	0.414059008	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0160-C.h4	PT0160-C	4	3	0.13	105.56	345555	3687	-6.255249969	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0161-C.h1	PT0161-C	1	4	0.11	132.95	345670	3572	-6.915293456	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0161-C.h2	PT0161-C	2	4	0.21	132.95	344975	4267	-2.926334989	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0161-C.h3	PT0161-C	3	4	0.52	132.95	344542	4700	-0.441127771	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0161-C.h4	PT0161-C	4	4	0.16	132.95	345462	3780	-5.72147567	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0162-C.h1	PT0162-C	1	4	0.19	157.98	345098	4144	-3.632294545	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0162-C.h2	PT0162-C	2	4	0.52	157.98	344490	4752	-0.142673325	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0162-C.h3	PT0162-C	3	4	0.16	157.98	345431	3811	-5.543550904	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0162-C.h4	PT0162-C	4	4	0.13	157.98	345582	3660	-6.410216701	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0165-C.h1	PT0165-C	1	1	1	150.31	344407	4835	0.333705888	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0166-C.h1	PT0166-C	1	1	1	170.05	344382	4860	0.477193602	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0168-C.h1	PT0168-C	1	1	1	129.81	344394	4848	0.408319499	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0169-C.h1	PT0169-C	1	1	1	153.93	344406	4836	0.339445396	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0170-C.h1	PT0170-C	1	1	1	94.88	344491	4751	-0.148412834	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0171-C.h2	PT0171-C	2	3	0.07	122.33	345932	3310	-8.419044706	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0171-C.h3	PT0171-C	3	3	0.75	122.33	344344	4898	0.695294929	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0171-C.h4	PT0171-C	4	3	0.18	122.33	345290	3952	-4.734280194	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0172-C.h2	PT0172-C	2	3	0.31	142.72	345004	4238	-3.092780738	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0172-C.h3	PT0172-C	3	3	0.54	142.72	344593	4649	-0.733842709	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0172-C.h4	PT0172-C	4	3	0.15	142.72	344699	4543	-1.342230619	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0173-C.h1	PT0173-C	1	3	0.8	159.03	344522	4720	-0.3263376	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0173-C.h3	PT0173-C	3	3	0.02	159.03	344071	5171	2.262180773	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0173-C.h4	PT0173-C	4	3	0.17	159.03	344837	4405	-2.134282804	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0174-C.h1	PT0174-C	1	1	1	89.6	344359	4883	0.6092023	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0175-C.h1	PT0175-C	1	2	0.9	73.49	344400	4842	0.373882448	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0175-C.h3	PT0175-C	3	2	0.1	73.49	345669	3573	-6.909553948	4776.858108	174.2309442	Malawi	Zomba	TRUE
PT0176-C.h1	PT0176-C	1	1	1	77.52	344362	4880	0.591983774	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0177-C.h1	PT0177-C	1	1	1	66.52	344305	4937	0.919135763	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0178-C.h1	PT0178-C	1	1	0.99	161.76	344373	4869	0.52884918	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0179-C.h2	PT0179-C	2	3	0.19	50.69	344646	4596	-1.038036664	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0179-C.h3	PT0179-C	3	3	0.49	50.69	345738	3504	-7.30558004	4776.858108	174.2309442	Malawi	Zomba	TRUE
PT0179-C.h4	PT0179-C	4	3	0.31	50.69	344859	4383	-2.260551993	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0180-C.h1	PT0180-C	1	4	0.32	111.7	345171	4071	-4.051278672	4776.858108	174.2309442	Malawi	Zomba	TRUE
PT0180-C.h2	PT0180-C	2	4	0.44	111.7	343705	5537	4.362840915	4776.858108	174.2309442	Malawi	Zomba	TRUE
PT0180-C.h3	PT0180-C	3	4	0.18	111.7	345731	3511	-7.26540348	4776.858108	174.2309442	Malawi	Zomba	TRUE
PT0180-C.h4	PT0180-C	4	4	0.05	111.7	345588	3654	-6.444653752	4776.858108	174.2309442	Malawi	Zomba	TRUE
PT0181-C.h1	PT0181-C	1	1	1	107.91	344246	4996	1.25776677	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0182-C.h1	PT0182-C	1	2	0.58	58.84	344632	4610	-0.957683544	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0182-C.h3	PT0182-C	3	2	0.42	58.84	344611	4631	-0.837153864	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0183-C.h1	PT0183-C	1	1	1	173.47	344235	5007	1.320901364	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0184-C.h1	PT0184-C	1	1	0.99	99.58	344260	4982	1.17741365	4776.858108	174.2309442	Malawi	Zomba	FALSE
PT0187-C.h1	PT0187-C	1	1	1	118.91	344398	4844	0.385361465	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0188-C.h2	PT0188-C	2	3	0.05	118.55	345904	3338	-8.258338465	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0188-C.h3	PT0188-C	3	3	0.67	118.55	344284	4958	1.039665444	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0188-C.h4	PT0188-C	4	3	0.27	118.55	344553	4689	-0.504262366	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0189-C.h1	PT0189-C	1	1	1	80.39	344390	4852	0.431277534	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0190-C.h2	PT0190-C	2	3	0.25	111.44	344032	5210	2.486021607	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0190-C.h3	PT0190-C	3	3	0.61	111.44	346513	2729	-11.75369919	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0190-C.h4	PT0190-C	4	3	0.14	111.44	343341	5901	6.45202204	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0191-C.h2	PT0191-C	2	3	0.36	89.68	344811	4431	-1.985055581	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0191-C.h3	PT0191-C	3	3	0.49	89.68	344824	4418	-2.059669193	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0191-C.h4	PT0191-C	4	3	0.15	89.68	345569	3673	-6.335603089	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0192-C.h1	PT0192-C	1	2	0.9	158.52	344415	4827	0.287789819	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0192-C.h3	PT0192-C	3	2	0.1	158.52	346929	2313	-14.14133477	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0193-C.h2	PT0193-C	2	3	0.32	151.24	344657	4585	-1.101171259	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0193-C.h3	PT0193-C	3	3	0.53	151.24	345813	3429	-7.736043184	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0193-C.h4	PT0193-C	4	3	0.15	151.24	343015	6227	8.323101839	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0194-C.h2	PT0194-C	2	3	0.26	157.35	344947	4295	-2.765628749	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0194-C.h3	PT0194-C	3	3	0.59	157.35	344176	5066	1.659532371	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0194-C.h4	PT0194-C	4	3	0.15	157.35	345565	3677	-6.312645055	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0195-C.h1	PT0195-C	1	1	0.99	149.99	344433	4809	0.184478664	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0196-C.h1	PT0196-C	1	2	0.66	8.52	344866	4376	-2.300728553	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0196-C.h4	PT0196-C	4	2	0.33	8.52	345161	4081	-3.993883586	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0197-C.h1	PT0197-C	1	1	1	85.98	344366	4876	0.56902574	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0198-C.h2	PT0198-C	2	3	0.43	135.89	344500	4742	-0.200068411	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0198-C.h3	PT0198-C	3	3	0.47	135.89	344320	4922	0.833043135	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0198-C.h4	PT0198-C	4	3	0.09	135.89	345903	3339	-8.252598957	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0199-C.h1	PT0199-C	1	1	1	77.04	344328	4914	0.787127066	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0200-C.h1	PT0200-C	1	1	1	73.93	344455	4787	0.058209476	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0201-C.h1	PT0201-C	1	4	0.19	80.66	345417	3825	-5.463197784	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0201-C.h2	PT0201-C	2	4	0.27	80.66	344849	4393	-2.203156907	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0201-C.h3	PT0201-C	3	4	0.4	80.66	343768	5474	4.001251874	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0201-C.h4	PT0201-C	4	4	0.14	80.66	345757	3485	-7.414630703	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0202-C.h2	PT0202-C	2	3	0.41	116.8	344733	4509	-1.537373911	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0202-C.h3	PT0202-C	3	3	0.49	116.8	344145	5097	1.837457137	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0202-C.h4	PT0202-C	4	3	0.1	116.8	346076	3166	-9.245533942	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0203-C.h2	PT0203-C	2	3	0.17	139.02	343226	6016	7.112065528	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0203-C.h3	PT0203-C	3	3	0.52	139.02	345903	3339	-8.252598957	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0203-C.h4	PT0203-C	4	3	0.31	139.02	344176	5066	1.659532371	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0204-C.h1	PT0204-C	1	1	0.98	79.5	344349	4893	0.666597386	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0205-C.h2	PT0205-C	2	3	0.3	128.5	344338	4904	0.72973198	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0205-C.h3	PT0205-C	3	3	0.52	128.5	345420	3822	-5.48041631	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0205-C.h4	PT0205-C	4	3	0.18	128.5	344482	4760	-0.096757256	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0206-C.h1	PT0206-C	1	1	1	112.31	344346	4896	0.683815911	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0207-C.h1	PT0207-C	1	4	0.04	76.47	345054	4188	-3.379756167	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0207-C.h2	PT0207-C	2	4	0.26	76.47	345022	4220	-3.196091893	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0207-C.h3	PT0207-C	3	4	0.59	76.47	344261	4981	1.171674141	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0207-C.h4	PT0207-C	4	4	0.11	76.47	345815	3427	-7.747522201	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0208-C.h1	PT0208-C	1	2	0.78	58.97	344407	4835	0.333705888	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0208-C.h3	PT0208-C	3	2	0.22	58.97	345088	4154	-3.574899459	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0209-C.h2	PT0209-C	2	3	0.24	102.8	345067	4175	-3.454369779	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0209-C.h3	PT0209-C	3	3	0.61	102.8	343967	5275	2.859089666	4776.858108	174.2309442	Malawi	Chikwawa	FALSE
PT0209-C.h4	PT0209-C	4	3	0.15	102.8	345825	3417	-7.804917287	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
PT0210-C.h2	PT0210-C	2	3	0.25	110.14	345608	3634	-6.559443924	4776.858108	174.2309442	Malawi	Chikwawa	TRUE
